stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1026,1026,Paisley at Norfolk eastbound,Paisley Street,43.545171,-80.253153,,,,,,0
1101,1101,Norfolk at Cork northbound,Norfolk Street & CORK ST W,43.544164,-80.250812,,,,,,0
1102,1102,Suffolk at Norfolk westbound,Suffolk Street West,43.547337,-80.254949,,,,,,0
1105,1105,Suffolk at Yorkshire westbound,Suffolk Street West,43.544259,-80.260805,,,,,,0
1106,1106,Suffolk at Edinburgh westbound,Suffolk Street West,43.542564,-80.264116,,,,,,0
1108,1108,Willow at Dawson westbound,Willow Road,43.545392,-80.27152,,,,,,0
1109,1109,Dawson at Shelldale northbound,Dawson Road,43.545838,-80.274215,,,,,,0
1110,1110,Dawson at Guelph Medical Place northbound,Dawson Road,43.548912,-80.278481,,,,,,0
1113,1113,Speedvale at Lewis westbound,Speedvale Avenue West,43.542551,-80.290174,,,,,,0
1114,1114,Marksam at Stephen southbound,Marksam Road,43.539067,-80.290679,,,,,,0
1115,1115,Marksam at Matthew southbound,Marksam Road,43.537876,-80.288892,,,,,,0
